BuildingAge,Surface moyenne par étage,Ratio Largest Use / Total,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),LargestPropertyUseTypeGFA,SecondLargestPropertyUseTypeGFA,PropertyCategory,SiteEnergyUse(kBtu),PrimaryEnergyType_Electricity,PrimaryEnergyType_Mixed,PrimaryEnergyType_NaturalGas,PropertyCategory_Healthcare,PropertyCategory_Hospitality,PropertyCategory_Industrial & Storage,PropertyCategory_Mixed Use,PropertyCategory_Office,PropertyCategory_Other,PropertyCategory_Public / Institutional,PropertyCategory_Retail & Food
7,22913.527777777777,0.9014107386829954,1.0,36,824887,154972,669915,743562.0,161119.0,Office,39523852.0,1,0,0,0,0,0,0,1,0,0,0
26,30052.5,0.6483154479660594,1.0,16,480840,141600,339240,311736.0,123356.0,Office,17867002.0,1,0,0,0,0,0,0,1,0,0,0
116,12792.857142857143,0.7226353992183138,1.0,7,89550,0,89550,64712.0,10058.0,Office,3903259.75,1,0,0,0,0,0,0,1,0,0,0
116,14892.5,0.9216607912260086,1.0,6,89355,0,89355,82355.0,7000.0,Office,4178233.5,1,0,0,0,0,0,0,1,0,0,0
94,25928.933333333334,1.0,1.0,15,388934,0,388934,388934.0,0.0,Office,18576900.0,1,0,0,0,0,0,0,1,0,0,0
87,17468.272727272728,0.9080592867068087,1.0,22,384302,0,384302,348969.0,3291.899902,Office,10062436.0,1,0,0,0,0,0,0,1,0,0,0
58,22266.176470588234,0.6256574862954891,1.0,17,378525,84600,293925,236827.0,83311.0,Office,24906132.0,0,1,0,0,0,0,0,1,0,0,0
33,28150.106382978724,0.7642426051827022,1.0,47,1323055,0,1323055,1011135.0,272682.0,Office,44683660.0,1,0,0,0,0,0,0,1,0,0,0
30,14388.317073170732,0.7974220276952337,1.0,41,589921,129432,460489,470416.0,107667.0,Office,24603420.0,1,0,0,0,0,0,0,1,0,0,0
66,15181.833333333334,0.9847185781251715,1.0,6,91091,1392,89699,89699.0,1392.0,Office,1835804.875,1,0,0,0,0,0,0,1,0,0,0
48,19742.625,0.5371499483984525,1.0,8,157941,62993,94948,84838.0,15401.0,Office,3743228.5,1,0,0,0,0,0,0,1,0,0,0
25,21907.0,0.822705071438353,1.0,29,635303,197231,438072,522667.0,194435.0,Office,18221224.0,1,0,0,0,0,0,0,1,0,0,0
58,28807.0,0.5779266613438864,1.0,6,172842,25920,146922,99890.0,39336.0,Office,41399504.0,1,0,0,0,0,0,0,1,0,0,0
36,22845.941176470587,0.7802261181674696,1.0,34,776762,162604,614158,606050.0,154947.0,Office,32552428.0,1,0,0,0,0,0,0,1,0,0,0
44,13340.57142857143,0.9773622890430909,1.0,14,186768,23775,162993,182540.0,33671.0,Office,9641043.0,1,0,0,0,0,0,0,1,0,0,0
47,22927.244897959183,0.7200950655801182,1.0,49,1123435,368980,754455,808980.0,232248.0,Office,45163308.0,1,0,0,0,0,0,0,1,0,0,0
14,28445.108108108107,0.7271957653859639,1.0,37,1052469,164420,888049,765351.0,185581.0,Office,41213584.0,1,0,0,0,0,0,0,1,0,0,0
43,14706.761904761905,0.9415137837470292,1.0,42,617684,171500,446184,581558.0,189600.0,Office,69519808.0,1,0,0,0,0,0,0,1,0,0,0
109,25185.0,0.8028687710939051,1.0,8,201480,0,201480,161762.0,29094.0,Office,8921778.0,1,0,0,0,0,0,0,1,0,0,0
26,21507.73015873016,0.8790600943034877,1.0,63,1354987,159600,1195387,1191115.0,159599.0,Office,61576184.0,1,0,0,0,0,0,0,1,0,0,0
15,22177.85714285714,0.8672871912138878,1.0,14,310490,0,310490,269284.0,28394.0,Office,21169502.0,1,0,0,0,0,0,0,1,0,0,0
13,24941.25,0.8039793514759686,1.0,8,199530,30660,168870,160418.0,18590.0,Office,13214416.0,1,0,0,0,0,0,0,1,0,0,0
10,28634.0,0.8584173736440273,1.0,13,372242,52703,319539,319539.0,52703.0,Office,13843866.0,1,0,0,0,0,0,0,1,0,0,0
107,16342.142857142857,0.8442851523230911,1.0,7,114395,8296,106099,96582.0,0.0,Office,2746560.75,0,1,0,0,0,0,0,1,0,0,0
38,44600.0,1.0,1.0,2,89200,0,89200,89200.0,0.0,Retail & Food,6461937.0,1,0,0,0,0,0,0,0,0,0,1
45,20632.434782608696,1.0,1.0,23,474546,0,474546,474546.0,0.0,Office,28450436.0,1,0,0,0,0,0,0,1,0,0,0
47,7200.0,1.0,1.0,5,36000,0,36000,36000.0,0.0,Other,30038490.0,1,0,0,0,0,0,0,0,1,0,0
55,19801.0,0.8035452754911369,0.0,5,99005,0,99005,79555.0,0.0,Office,4728488.5,1,0,0,0,0,0,0,1,0,0,0
14,22508.5,0.7104205078081614,1.0,6,135051,44248,90803,95943.0,42500.0,Office,4426136.0,1,0,0,0,0,0,0,1,0,0,0
14,44129.8,0.6605695017879075,1.0,5,220649,82720,137929,145754.0,90000.0,Office,7046345.5,1,0,0,0,0,0,0,1,0,0,0
52,18732.0,1.0,1.0,5,93660,0,93660,93660.0,0.0,Industrial & Storage,873221.875,1,0,0,0,0,1,0,0,0,0,0
36,22984.166666666668,0.8418113919002211,1.0,18,413715,64660,349055,348270.0,69634.0,Office,24224888.0,1,0,0,0,0,0,0,1,0,0,0
16,34671.0,0.47936315652851086,1.0,11,381381,195621,185760,182820.0,164192.0,Mixed Use,9765777.0,1,0,0,0,0,0,1,0,0,0,0
28,24875.65,0.7389213950188236,1.0,20,497513,118744,378769,367623.0,114510.0,Office,26823218.0,1,0,0,0,0,0,0,1,0,0,0
37,22661.5,0.7796703660393178,1.0,24,543876,116721,427155,424044.0,107300.0,Office,25307744.0,1,0,0,0,0,0,0,1,0,0,0
36,27336.75,0.3876558113162684,1.0,4,109347,38700,70647,42389.0,38700.0,Mixed Use,8218155.5,1,0,0,0,0,0,1,0,0,0,0
34,66104.33333333333,0.6908321693484543,1.0,6,396626,124216,272410,274002.0,122624.0,Office,20361158.0,1,0,0,0,0,0,0,1,0,0,0
14,47911.833333333336,0.6672464352926034,1.0,6,287471,83591,203880,191814.0,72178.0,Office,14913424.0,1,0,0,0,0,0,0,1,0,0,0
69,64210.0,0.7587447438093755,1.0,3,192630,48512,144118,146157.0,48199.0,Office,5357833.0,1,0,0,0,0,0,0,1,0,0,0
32,31637.875,0.6269423910423819,1.0,8,253103,61986,191117,158681.0,70190.0,Office,29949248.0,1,0,0,0,0,0,0,1,0,0,0
60,60880.0,1.012910643889619,1.0,1,60880,0,60880,61666.0,0.0,Retail & Food,14293972.0,0,1,0,0,0,0,0,0,0,0,1
116,10035.2,1.0030293367346939,1.0,5,50176,0,50176,50328.0,8329.0,Office,2933288.75,1,0,0,0,0,0,0,1,0,0,0
104,7246.333333333333,0.8050968305809835,1.0,42,304346,0,304346,245028.0,8429.0,Office,23262244.0,0,1,0,0,0,0,0,1,0,0,0
39,128800.0,0.9254658385093167,1.0,1,128800,0,128800,119200.0,9600.0,Industrial & Storage,1809101.5,0,0,1,0,0,1,0,0,0,0,0
89,40243.125,0.5184705462113094,1.0,8,321945,0,321945,166919.0,39355.0,Office,13656587.0,1,0,0,0,0,0,0,1,0,0,0
52,15287.727272727272,0.762046204620462,1.0,22,336330,0,336330,256299.0,66430.0,Office,18967014.0,1,0,0,0,0,0,0,1,0,0,0
56,14210.761904761905,0.9601643288453419,1.0,21,298426,0,298426,286538.0,197750.0,Office,27076922.0,0,1,0,0,0,0,0,1,0,0,0
40,15138.666666666666,1.1299872291703363,1.0,42,635824,0,635824,718473.0,40000.0,Office,48479988.0,1,0,0,0,0,0,0,1,0,0,0
93,45192.083333333336,1.0,1.0,12,542305,0,542305,542305.0,0.0,Hospitality,56485204.0,0,1,0,0,1,0,0,0,0,0,0
36,145970.0,0.6574638624374871,1.0,2,291940,0,291940,191940.0,100000.0,Retail & Food,11688601.0,1,0,0,0,0,0,0,0,0,0,1
46,88400.0,0.37839366515837103,0.0,1,88400,0,88400,33450.0,29620.0,Mixed Use,4383100.5,0,1,0,0,0,0,1,0,0,0,0
56,52311.0,0.9771558563208503,1.0,1,52311,0,52311,51116.0,0.0,Industrial & Storage,930611.875,0,0,1,0,0,1,0,0,0,0,0
7,28226.2,0.5302236928810821,1.0,5,141131,69710,71421,74831.0,71643.0,Other,3085814.0,1,0,0,0,0,0,0,0,1,0,0
15,35306.4,0.5862619808306709,1.0,5,176532,70067,106465,103494.0,70067.0,Office,5803409.0,1,0,0,0,0,0,0,1,0,0,0
43,52500.0,0.9408571428571428,1.0,1,52500,0,52500,49395.0,5853.0,Industrial & Storage,3989399.0,1,0,0,0,0,1,0,0,0,0,0
57,28650.0,0.5061256544502618,1.0,2,57300,0,57300,29001.0,28299.0,Industrial & Storage,4560492.0,0,1,0,0,0,1,0,0,0,0,0
100,58385.0,0.8713225428905826,1.0,6,350310,0,350310,305233.0,26900.0,Office,18102026.0,1,0,0,0,0,0,0,1,0,0,0
28,25454.545454545456,0.7100828571428571,1.0,55,1400000,285000,1115000,994116.0,264481.0,Office,53079164.0,1,0,0,0,0,0,0,1,0,0,0
86,14549.904761904761,1.0145705421079503,1.0,21,305548,0,305548,310000.0,0.0,Hospitality,33729336.0,0,1,0,0,1,0,0,0,0,0,0
27,33404.47826086957,0.6523487478247514,1.0,46,1536606,512608,1023998,1002403.0,377046.0,Office,56606136.0,1,0,0,0,0,0,0,1,0,0,0
58,13591.8,1.0636560278991745,1.0,10,135918,0,135918,144570.0,0.0,Office,6423556.5,1,0,0,0,0,0,0,1,0,0,0
102,19989.25,0.4464149480345686,1.0,4,79957,0,79957,35694.0,29723.0,Retail & Food,5252131.0,1,0,0,0,0,0,0,0,0,0,1
95,31817.0,0.49118395826130684,1.0,4,127268,0,127268,62512.0,53971.0,Office,7711757.5,1,0,0,0,0,0,0,1,0,0,0
33,17241.379310344826,0.822602,1.0,29,500000,0,500000,411301.0,80005.0,Office,18848780.0,1,0,0,0,0,0,0,1,0,0,0
90,13232.6,0.6952979762102686,0.0,10,132326,0,132326,92006.0,12610.0,Office,6029020.0,1,0,0,0,0,0,0,1,0,0,0
32,18305.0,0.760129290722025,1.0,6,109830,13200,96630,83485.0,13200.0,Office,7335905.5,1,0,0,0,0,0,0,1,0,0,0
43,17477.21052631579,1.0,0.0,19,332067,59280,272787,332067.0,0.0,Hospitality,37785552.0,0,1,0,0,1,0,0,0,0,0,0
106,13051.3,0.6695961321860657,1.0,10,130513,0,130513,87391.0,32264.0,Office,11651200.0,0,1,0,0,0,0,0,1,0,0,0
96,7582.5,0.6916913946587537,1.0,8,60660,0,60660,41958.0,4800.0,Office,2586116.0,1,0,0,0,0,0,0,1,0,0,0
87,9810.714285714286,0.9065016381507098,1.0,14,137350,0,137350,124508.0,0.0,Office,6366084.5,1,0,0,0,0,0,0,1,0,0,0
87,10069.266666666666,0.8307324598282563,1.0,15,151039,0,151039,125473.0,0.0,Office,5446624.0,0,1,0,0,0,0,0,1,0,0,0
31,25166.666666666668,0.8517655629139073,1.0,30,755000,134662,620338,643083.0,126891.0,Office,52226204.0,1,0,0,0,0,0,0,1,0,0,0
110,15885.0,0.8930909663204281,1.0,4,63540,0,63540,56747.0,0.0,Office,3518459.5,1,0,0,0,0,0,0,1,0,0,0
89,13089.3,0.6717318725982291,1.0,10,130893,0,130893,87925.0,27177.0,Office,6962073.0,1,0,0,0,0,0,0,1,0,0,0
106,15984.0,0.5,1.0,5,79920,0,79920,39960.0,26640.0,Mixed Use,3009463.75,1,0,0,0,0,0,1,0,0,0,0
108,34350.0,0.32080058224163027,1.0,4,137400,0,137400,44078.0,19182.0,Mixed Use,14940504.0,1,0,0,0,0,0,1,0,0,0,0
20,24642.0,0.43841814787760736,1.0,6,147852,86429,61423,64821.0,40629.0,Other,9671619.0,1,0,0,0,0,0,0,0,1,0,0
20,66833.75,0.6245347597583556,0.0,4,267335,166960,100375,166960.0,69947.0,Other,7273155.5,1,0,0,0,0,0,0,0,1,0,0
27,28671.035714285714,0.8186927075483097,1.0,56,1605578,389860,1215718,1314475.0,389860.0,Office,49517704.0,1,0,0,0,0,0,0,1,0,0,0
36,22072.0,0.941377461640691,1.0,36,794592,0,794592,748011.0,36606.0,Office,26689658.0,1,0,0,0,0,0,0,1,0,0,0
45,21728.761904761905,0.7515866615238963,1.0,21,456304,93204,363100,342952.0,106466.0,Office,19397324.0,1,0,0,0,0,0,0,1,0,0,0
30,9654.75,0.9044598082118473,1.0,12,115857,15140,100717,104788.0,11844.0,Office,4757299.5,1,0,0,0,0,0,0,1,0,0,0
17,21875.0,0.8010285714285714,1.0,4,87500,17500,70000,70090.0,1672.0,Office,4549892.0,1,0,0,0,0,0,0,1,0,0,0
18,34036.818181818184,0.4032237817336841,1.0,11,374405,184776,189629,150969.0,41829.0,Office,13329024.0,1,0,0,0,0,0,0,1,0,0,0
31,16125.0,0.7580826873385013,1.0,12,193500,38000,155500,146689.0,0.0,Other,14436982.0,1,0,0,0,0,0,0,0,1,0,0
91,13200.0,0.7363636363636363,1.0,4,52800,0,52800,38880.0,12960.0,Office,2429021.0,1,0,0,0,0,0,0,1,0,0,0
103,25849.7,0.5996201116453963,3.0,10,258497,0,258497,155000.0,145594.0,Mixed Use,20779796.0,1,0,0,0,0,0,1,0,0,0,0
87,107712.75,0.5910883344822224,1.0,8,861702,0,861702,509342.0,380639.0,Retail & Food,17666646.0,1,0,0,0,0,0,0,0,0,0,1
17,41390.0,1.0,1.0,5,206950,97400,109550,206950.0,0.0,Other,19295226.0,1,0,0,0,0,0,0,0,1,0,0
28,5190.0,1.0,1.0,9,46710,0,46710,46710.0,0.0,Other,4169431.5,1,0,0,0,0,0,0,0,1,0,0
71,88666.66666666667,0.6090225563909775,1.0,3,266000,104000,162000,162000.0,104000.0,Office,13911761.0,1,0,0,0,0,0,0,1,0,0,0
24,49297.0,0.39177115964750103,1.0,14,690158,407795,282363,270384.0,270383.0,Office,21156670.0,1,0,0,0,0,0,0,1,0,0,0
15,63073.833333333336,0.4342318394051416,1.0,6,378443,177660,200783,164332.0,108781.0,Mixed Use,55073120.0,1,0,0,0,0,0,1,0,0,0,0
15,35639.0,0.4906703330620949,1.0,6,213834,104922,108912,104922.0,54385.0,Mixed Use,75073888.0,1,0,0,0,0,0,1,0,0,0,0
37,21803.4,1.0,1.0,5,109017,29409,79608,109017.0,0.0,Hospitality,9474745.0,0,1,0,0,1,0,0,0,0,0,0
35,55146.8,0.8287117294203834,1.0,5,275734,38452,237282,228504.0,47404.0,Office,16373232.0,1,0,0,0,0,0,0,1,0,0,0
15,123061.0,1.0,1.0,1,123061,0,123061,123061.0,0.0,Industrial & Storage,1987934.625,1,0,0,0,0,1,0,0,0,0,0
53,59090.0,0.6815366390252158,1.0,1,59090,0,59090,40272.0,18818.0,Industrial & Storage,2756214.75,0,0,1,0,0,1,0,0,0,0,0
53,106000.0,1.000009433962264,1.0,1,106000,0,106000,106001.0,0.0,Industrial & Storage,763364.5,1,0,0,0,0,1,0,0,0,0,0
54,52866.666666666664,0.7930580075662043,1.0,3,158600,38400,120200,125779.0,32821.0,Office,18309150.0,1,0,0,0,0,0,0,1,0,0,0
56,119661.0,0.9922447581083227,1.0,1,119661,0,119661,118733.0,0.0,Industrial & Storage,775729.1875,1,0,0,0,0,1,0,0,0,0,0
15,19885.714285714286,0.5897844827586207,1.0,7,139200,44728,94472,82098.0,0.0,Office,4342597.0,1,0,0,0,0,0,0,1,0,0,0
32,15953.5,1.0,1.0,6,95721,33921,61800,95721.0,31746.0,Office,3063504.5,1,0,0,0,0,0,0,1,0,0,0
20,42656.6,0.4949433381938551,2.0,5,213283,115228,98055,105563.0,0.0,Office,5661689.5,1,0,0,0,0,0,0,1,0,0,0
15,34565.666666666664,0.6094583256989112,1.0,3,103697,47656,56041,63199.0,0.0,Office,11319836.0,0,1,0,0,0,0,0,1,0,0,0
42,14976.0,0.958213141025641,1.0,5,74880,0,74880,71751.0,0.0,Office,5134607.5,1,0,0,0,0,0,0,1,0,0,0
37,14795.666666666666,0.9613062383130195,1.0,6,88774,0,88774,85339.0,0.0,Office,6029121.5,1,0,0,0,0,0,0,1,0,0,0
33,24450.0,0.7466748466257669,1.0,5,122250,0,122250,91281.0,30177.0,Office,5535626.0,1,0,0,0,0,0,0,1,0,0,0
37,13432.5,1.0,1.0,4,53730,0,53730,53730.0,0.0,Office,4742869.0,1,0,0,0,0,0,0,1,0,0,0
56,18531.0,1.0,1.0,3,55593,0,55593,55593.0,0.0,Office,4224872.5,1,0,0,0,0,0,0,1,0,0,0
34,33514.0,0.5375813093035746,1.0,4,134056,60960,73096,72066.0,59137.0,Office,4695139.0,1,0,0,0,0,0,0,1,0,0,0
11,158415.0,1.0,1.0,1,158415,0,158415,158415.0,0.0,Retail & Food,22394416.0,1,0,0,0,0,0,0,0,0,0,1
87,35977.375,0.5419551871141238,1.0,8,287819,0,287819,155985.0,88350.0,Office,48406556.0,1,0,0,0,0,0,0,1,0,0,0
41,19842.25,1.0,1.0,8,158738,0,158738,158738.0,0.0,Other,61762380.0,1,0,0,0,0,0,0,0,1,0,0
31,21748.75,0.6689464911776539,1.0,4,86995,28800,58195,58195.0,28800.0,Office,2991674.75,1,0,0,0,0,0,0,1,0,0,0
17,164437.0,0.6242694770641644,1.0,1,164437,0,164437,102653.0,74102.0,Retail & Food,18390344.0,1,0,0,0,0,0,0,0,0,0,1
7,36896.4,0.6397155278021704,1.0,5,184482,66234,118248,118016.0,66234.0,Office,5671256.0,1,0,0,0,0,0,0,1,0,0,0
88,18400.0,0.9942028985507246,1.0,3,55200,0,55200,54880.0,320.0,Industrial & Storage,11594121.0,1,0,0,0,0,1,0,0,0,0,0
13,60289.75,0.730518039965334,1.0,4,241159,111793,129366,176171.0,0.0,Industrial & Storage,33713876.0,1,0,0,0,0,1,0,0,0,0,0
12,23213.666666666668,0.5699516089659827,1.0,6,139282,52582,86700,79384.0,52582.0,Office,3238216.0,1,0,0,0,0,0,0,1,0,0,0
7,54214.2,0.6202507830051905,1.0,5,271071,98700,172371,168132.0,96918.0,Office,7851334.5,1,0,0,0,0,0,0,1,0,0,0
102,25560.0,1.0,1.0,5,127800,0,127800,127800.0,0.0,Industrial & Storage,2767491.0,1,0,0,0,0,1,0,0,0,0,0
14,112103.2,0.6645715733359976,1.0,5,560516,206597,353919,372503.0,189133.0,Office,30083496.0,1,0,0,0,0,0,0,1,0,0,0
15,37765.333333333336,0.5807442451631125,1.0,6,226592,95000,131592,131592.0,83178.0,Office,11963428.0,1,0,0,0,0,0,0,1,0,0,0
19,107189.4,1.0,1.0,5,535947,0,535947,535947.0,103983.0,Other,131373880.0,0,1,0,0,0,0,0,0,1,0,0
13,31940.0,0.45339386349405136,1.0,5,159700,50654,109046,72407.0,49314.0,Mixed Use,31371618.0,1,0,0,0,0,0,1,0,0,0,0
10,52454.0,0.5423942883288214,1.0,4,209816,73673,136143,113803.0,79091.0,Office,6917478.5,1,0,0,0,0,0,0,1,0,0,0
10,50517.166666666664,0.5893310194884247,1.0,6,303103,109905,193198,178628.0,99368.0,Office,7519466.5,1,0,0,0,0,0,0,1,0,0,0
62,22460.0,0.4412585336895221,1.0,3,67380,0,67380,29732.0,17372.0,Mixed Use,2755829.0,0,1,0,0,0,0,1,0,0,0,0
53,25558.75,1.0088032474201594,1.0,4,102235,0,102235,103135.0,0.0,Industrial & Storage,24395228.0,1,0,0,0,0,1,0,0,0,0,0
8,87299.4,0.40175304755817337,1.0,5,436497,153684,282813,175364.0,173235.0,Mixed Use,45252356.0,1,0,0,0,0,0,1,0,0,0,0
42,17612.4,0.7353001294542482,1.0,5,88062,20826,67236,64752.0,21396.0,Office,3415561.25,1,0,0,0,0,0,0,1,0,0,0
44,17435.6,0.7645048062584597,1.0,5,87178,20416,66762,66648.0,15167.0,Office,3632613.75,1,0,0,0,0,0,0,1,0,0,0
46,17435.6,0.7656404138658836,1.0,5,87178,20416,66762,66747.0,28285.0,Office,3493093.75,1,0,0,0,0,0,0,1,0,0,0
45,17600.0,0.7919431818181818,1.0,5,88000,21600,66400,69691.0,17487.0,Office,3484915.5,1,0,0,0,0,0,0,1,0,0,0
28,49187.25,0.5506711597009387,1.0,4,196749,88405,108344,108344.0,88405.0,Office,19165116.0,1,0,0,0,0,0,0,1,0,0,0
22,47819.0,0.5018664129320981,1.0,4,191276,95281,95995,95995.0,0.0,Office,8422861.0,1,0,0,0,0,0,0,1,0,0,0
70,55722.5,,2.0,2,111445,0,111445,,0.0,Industrial & Storage,5697472.5,0,1,0,0,0,1,0,0,0,0,0
19,24618.75,1.0,1.0,4,98475,0,98475,98475.0,0.0,Industrial & Storage,1090496.625,1,0,0,0,0,1,0,0,0,0,0
16,50218.57142857143,0.6133246095639063,1.0,7,351530,150455,201075,215602.0,0.0,Healthcare,42709624.0,1,0,0,1,0,0,0,0,0,0,0
21,154482.5,0.39191170520932794,1.0,2,308965,187878,121087,121087.0,0.0,Retail & Food,14512786.0,1,0,0,0,0,0,0,0,0,0,1
8,63225.0,1.0,1.0,1,63225,0,63225,63225.0,0.0,Retail & Food,6522551.5,1,0,0,0,0,0,0,0,0,0,1
61,113780.0,0.8044647565477236,0.0,1,113780,0,113780,91532.0,22248.0,Other,3574542.25,0,1,0,0,0,0,0,0,1,0,0
17,243044.0,1.3389509718404897,1.0,1,243044,0,243044,325424.0,0.0,Industrial & Storage,1396082.25,0,1,0,0,0,1,0,0,0,0,0
15,93417.33333333333,0.5577551632102536,1.0,3,280252,156312,123940,156312.0,116440.0,Other,11521702.0,1,0,0,0,0,0,0,0,1,0,0
64,22154.0,1.0833258102374288,1.0,3,66462,12998,53464,72000.0,15000.0,Other,6876439.5,1,0,0,0,0,0,0,0,1,0,0
19,131387.0,0.8214739662219246,1.0,1,131387,0,131387,107931.0,0.0,Retail & Food,8773058.0,1,0,0,0,0,0,0,0,0,0,1
17,31466.666666666668,0.7113877118644067,1.0,3,94400,0,94400,67155.0,0.0,Industrial & Storage,784364.5,1,0,0,0,0,1,0,0,0,0,0
52,111900.0,1.1101966041108133,6.0,1,111900,0,111900,124231.0,0.0,Other,9814820.0,1,0,0,0,0,0,0,0,1,0,0
32,144776.0,1.0,0.0,1,144776,0,144776,144776.0,0.0,Retail & Food,13424079.0,1,0,0,0,0,0,0,0,0,0,1
49,114000.0,0.5070614035087719,1.0,1,114000,0,114000,57805.0,56312.0,Retail & Food,17225444.0,0,1,0,0,0,0,0,0,0,0,1
19,50083.0,0.999640596609628,1.0,1,50083,0,50083,50065.0,0.0,Retail & Food,8663691.0,1,0,0,0,0,0,0,0,0,0,1
28,41357.0,0.7778127040162488,1.0,3,124071,28645,95426,96504.0,0.0,Office,4991360.5,1,0,0,0,0,0,0,1,0,0,0
16,22500.0,1.0,1.0,4,90000,36528,53472,90000.0,0.0,Office,3897738.0,1,0,0,0,0,0,0,1,0,0,0
15,32013.666666666668,0.6479732614196021,1.0,3,96041,33709,62332,62232.0,33709.0,Office,5413418.0,1,0,0,0,0,0,0,1,0,0,0
17,93652.33333333333,0.5430688681897942,1.0,3,280957,114829,166128,152579.0,93893.0,Office,11325513.0,1,0,0,0,0,0,0,1,0,0,0
17,60833.5,0.5712107638061266,1.0,4,243334,103032,140302,138995.0,24549.0,Office,8651835.0,1,0,0,0,0,0,0,1,0,0,0
25,25776.666666666668,0.7746993404888142,1.0,6,154660,0,154660,119815.0,63101.0,Mixed Use,52960796.0,1,0,0,0,0,0,1,0,0,0,0
34,78059.0,0.6226520964911157,1.0,5,390295,121375,268920,243018.0,108408.0,Office,7683885.0,1,0,0,0,0,0,0,1,0,0,0
49,45000.0,0.7777777777777778,1.0,2,90000,0,90000,70000.0,20000.0,Industrial & Storage,1429146.375,1,0,0,0,0,1,0,0,0,0,0
50,50200.0,1.0,1.0,1,50200,0,50200,50200.0,0.0,Retail & Food,1047461.0,0,1,0,0,0,0,0,0,0,0,1
91,15672.166666666666,0.5741920389650442,1.0,6,94033,6200,87833,53993.0,24744.0,Office,4758198.0,1,0,0,0,0,0,0,1,0,0,0
75,31620.0,1.0,1.0,2,63240,0,63240,63240.0,0.0,Industrial & Storage,227566.7031,0,0,1,0,0,1,0,0,0,0,0
8,64573.8,0.5651022550941713,1.0,5,322869,182454,140415,182454.0,130744.0,Other,17085344.0,1,0,0,0,0,0,0,0,1,0,0
28,32573.25,1.0,1.0,4,130293,23400,106893,130293.0,8800.0,Industrial & Storage,465533.3125,1,0,0,0,0,1,0,0,0,0,0
19,26510.25,1.0,1.0,4,106041,0,106041,106041.0,0.0,Industrial & Storage,1123943.0,1,0,0,0,0,1,0,0,0,0,0
60,31490.0,1.0,1.0,3,94470,0,94470,94470.0,0.0,Industrial & Storage,1000796.875,0,1,0,0,0,1,0,0,0,0,0
14,18169.4,0.8301870177331118,1.0,10,181694,38186,143508,150840.0,26946.0,Office,7637986.0,1,0,0,0,0,0,0,1,0,0,0
29,34746.0,1.0044321648535084,1.0,2,69492,0,69492,69800.0,0.0,Retail & Food,318962.8125,1,0,0,0,0,0,0,0,0,0,1
50,22780.0,1.0,1.0,1,22780,0,22780,22780.0,0.0,Industrial & Storage,402051.3125,1,0,0,0,0,1,0,0,0,0,0
49,124472.0,0.9996063371681985,1.0,1,124472,0,124472,124423.0,0.0,Industrial & Storage,5464762.0,0,0,1,0,0,1,0,0,0,0,0
46,10343.454545454546,1.0,1.0,22,227556,98556,129000,227556.0,77887.79688,Office,8493420.0,1,0,0,0,0,0,0,1,0,0,0
49,50065.0,0.9970638170378507,1.0,1,50065,0,50065,49918.0,0.0,Industrial & Storage,1529510.25,0,1,0,0,0,1,0,0,0,0,0
47,57540.0,1.0,1.0,1,57540,0,57540,57540.0,0.0,Industrial & Storage,2582687.0,0,1,0,0,0,1,0,0,0,0,0
50,85400.0,1.0,1.0,1,85400,0,85400,85400.0,0.0,Industrial & Storage,1536998.25,1,0,0,0,0,1,0,0,0,0,0
50,55700.0,1.0,1.0,1,55700,0,55700,55700.0,0.0,Industrial & Storage,519806.0938,1,0,0,0,0,1,0,0,0,0,0
52,53250.0,0.9907793427230047,1.0,1,53250,0,53250,52759.0,0.0,Office,1794187.25,0,1,0,0,0,0,0,1,0,0,0
29,13112.0,1.0,1.0,6,78672,28427,50245,78672.0,0.0,Office,2179719.75,1,0,0,0,0,0,0,1,0,0,0
30,21553.333333333332,1.0,1.0,3,64660,0,64660,64660.0,0.0,Industrial & Storage,325513.0,1,0,0,0,0,1,0,0,0,0,0
89,37922.0,0.3750065924792996,1.0,2,75844,19928,55916,28442.0,28441.0,Mixed Use,3684188.5,1,0,0,0,0,0,1,0,0,0,0
48,161678.0,1.0046202946597558,1.0,1,161678,0,161678,162425.0,0.0,Industrial & Storage,9357230.0,1,0,0,0,0,1,0,0,0,0,0
67,101101.0,1.0,1.0,1,101101,0,101101,101101.0,0.0,Industrial & Storage,21795830.0,1,0,0,0,0,1,0,0,0,0,0
36,52613.0,1.1309752342576929,1.0,1,52613,0,52613,59504.0,0.0,Industrial & Storage,1061458.25,0,1,0,0,0,1,0,0,0,0,0
76,56608.0,0.8009468626342566,1.0,1,56608,0,56608,45340.0,11520.0,Other,5094197.0,1,0,0,0,0,0,0,0,1,0,0
63,104099.0,0.9606240213642783,1.0,1,104099,0,104099,100000.0,4099.0,Industrial & Storage,17695420.0,1,0,0,0,0,1,0,0,0,0,0
13,58184.0,0.8889385398047573,1.0,1,58184,7450,50734,51722.0,0.0,Retail & Food,14715262.0,0,1,0,0,0,0,0,0,0,0,1
36,58480.0,0.7597640218878249,1.0,1,58480,0,58480,44431.0,0.0,Retail & Food,11054535.0,1,0,0,0,0,0,0,0,0,0,1
11,56116.666666666664,0.6473923373923374,1.0,6,336700,124800,211900,217977.0,4569.0,Office,9058916.0,1,0,0,0,0,0,0,1,0,0,0
